,Gender,Male,Animal,Friends,Family,Dead&Imaginary,Aggression/Friendliness,A/CIndex,F/CIndex,S/CIndex,NegativeEmotions
19454,1.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,1
14874,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0
3587,1.0,0.5,0.0,0.333333333,0.333333333,0.0,0.5,0.1,0.06060606063636364,0.083333333375,1
13950,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,1
12564,1.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.033333333300000004,0.06060606063636364,0.0,1
10962,1.0,0.75,0.045454545,0.0,0.047619048,0.0,1.0,0.0181818182,0.0,0.0,1
13004,1.0,0.5,0.0,0.0,0.166666667,0.0,0.0,0.0,0.015151515181818181,0.0,0
18933,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.1833333333,0.030303030272727273,0.020833333375,0
10185,1.0,0.333333333,0.0,0.166666667,0.333333333,0.0,0.0,0.0,0.0,0.0,1
18838,1.0,0.0,0.2,0.25,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0
324,1.0,0.25,0.0,0.0,0.333333333,0.0,0.333333333,0.0666666667,0.030303030272727273,0.041666666625,1
7890,1.0,0.666666667,0.0,0.0,0.333333333,0.0,0.0,0.0,0.06060606063636364,0.041666666625,1
5171,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5648,1.0,0.642857143,0.038461538,0.16,0.28,0.0,1.0,0.0115384615,0.0,0.00480769225,1
6743,1.0,0.5,0.0,0.071428571,0.0,0.0,0.545454545,0.0714285714,0.045454545454545456,0.0,1
7398,1.0,0.5,0.0,0.125,0.125,0.0,0.833333333,0.08750000000000001,0.03409090909090909,0.03125,1
3209,1.0,0.5,0.125,0.142857143,0.142857143,0.0,1.0,0.0125,0.011363636363636364,0.015625,1
11267,1.0,0.333333333,0.0,0.090909091,0.272727273,0.0,0.0,0.0,0.0,0.02272727275,1
12097,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1
19122,1.0,1.0,0.0,0.333333333,0.0,0.0,1.0,0.0666666667,0.030303030272727273,0.0,0
16141,1.0,0.75,0.0,0.1,0.1,0.0,1.0,0.06999999999999999,0.018181818181818184,0.0,1
15353,1.0,0.333333333,0.0,0.0,0.375,0.0,0.666666667,0.025,0.03409090909090909,0.03125,1
4752,1.0,0.461538462,0.032258065,0.066666667,0.066666667,0.0,1.0,0.0064516129000000005,0.0,0.0,1
8879,1.0,0.5,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1
11356,1.0,0.6,0.083333333,0.0,0.0,0.0,0.0,0.0,0.007575757545454545,0.0,1
2379,1.0,0.0,0.0,0.0,0.166666667,0.0,0.4,0.0666666667,0.07575757572727274,0.0,1
19242,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.15000000000000002,0.045454545454545456,0.0,0
13890,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
16149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515181818181,0.020833333375,1
12361,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
8021,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.1,0.045454545454545456,0.0,1
15690,1.0,0.0,0.333333333,0.0,0.5,0.0,0.0,0.0,0.030303030272727273,0.0,1
6658,1.0,0.0,0.0,0.0,0.166666667,0.0,0.166666667,0.05,0.09090909090909091,0.020833333375,1
19421,1.0,0.5,0.0,0.166666667,0.25,0.0,0.0,0.0083333333,0.030303030272727273,0.010416666625,1
13727,1.0,0.6,0.222222222,0.142857143,0.142857143,0.0,0.75,0.0555555556,0.010101010090909092,0.0694444445,0
8177,1.0,0.75,0.0,0.0,0.6,0.0,0.0,0.020000000000000004,0.0,0.0,1
11620,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.05,0.022727272727272728,0.0,1
7857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
4421,1.0,1.0,0.0,0.0,0.333333333,0.0,0.0,0.033333333300000004,0.0,0.0,1
1101,1.0,0.4,0.0,0.0,0.181818182,0.0,0.0,0.0,0.008264462818181818,0.0,1
17565,1.0,1.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,1
14588,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.025,0.13636363636363635,0.03125,0
8609,1.0,1.0,0.0,0.25,0.0,0.0,1.0,0.025,0.0,0.03125,1
8061,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1
3250,1.0,0.2,0.0,0.222222222,0.333333333,0.0,1.0,0.011111111100000001,0.0,0.0,1
12601,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.025,0.022727272727272728,0.03125,1
12332,1.0,0.0,0.0,0.166666667,0.0,0.0,1.0,0.033333333300000004,0.0,0.0,1
3557,1.0,1.0,0.0,0.166666667,0.0,0.0,0.333333333,0.033333333300000004,0.030303030272727273,0.0,1
709,1.0,1.0,0.0,0.0,0.2,0.0,0.6,0.08000000000000002,0.03636363636363637,0.05,1
118,1.0,0.285714286,0.0,0.055555556,0.166666667,0.0,1.0,0.0555555556,0.015151515181818181,0.013888888875,1
10214,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
4598,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.03125,1
2042,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1
7419,1.0,0.333333333,0.0,0.0,0.6,0.0,1.0,0.020000000000000004,0.05454545454545454,0.0,1
6130,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.045454545454545456,0.0,1
14016,1.0,0.666666667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.015625,0
317,1.0,0.0,0.2,0.0,0.125,0.0,1.0,0.03,0.0,0.0,1
17886,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.06,0.0,0.0,1
5315,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004,0.18181818181818182,0.0,0
17846,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
13419,1.0,0.357142857,0.0,0.138888889,0.166666667,0.0,0.0,0.0,0.0,0.0,0
15505,1.0,1.0,0.0,0.2,0.2,0.0,1.0,0.020000000000000004,0.0,0.0,1
6606,1.0,0.666666667,0.0,0.0625,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,1
12873,1.0,0.0,0.0,0.0,0.2,0.0,0.5,0.010000000000000002,0.009090909090909092,0.0125,1
19918,1.0,0.666666667,0.0,0.285714286,0.428571429,0.0,0.333333333,0.0142857143,0.025974026,0.0,0
5003,1.0,1.0,0.090909091,0.0,0.1,0.0,1.0,0.0090909091,0.0,0.0,1
6523,1.0,0.0,0.0,0.1,0.1,0.0,0.888888889,0.13,0.07272727272727274,0.0,1
9573,1.0,0.25,0.090909091,0.0,0.0,0.0,0.0,0.0090909091,0.0,0.0,1
18897,1.0,1.0,0.0,0.285714286,0.142857143,0.0,1.0,0.1,0.0,0.0,0
4273,1.0,1.0,0.166666667,0.2,0.0,0.0,0.0,0.05,0.07575757572727274,0.0,1
5739,1.0,1.0,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.041666666625,1
19308,1.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.033333333300000004,0.0,0.0,1
5470,1.0,0.0,0.0,0.125,0.0,0.0,1.0,0.0125,0.0,0.0,1
5816,1.0,0.0,0.0,0.166666667,0.166666667,0.0,0.0,0.0,0.0,0.0,1
19133,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.025,0.0,0.0,0
87,1.0,0.4,0.0,0.0,0.105263158,0.0,0.5,0.0052631579,0.004784689,0.0,1
7630,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.05,0.0,0.0,1
4163,1.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.25,0.13636363636363635,0.25,1
3382,1.0,0.5,0.0,0.0,0.25,0.0,0.5,0.025,0.022727272727272728,0.03125,1
10917,1.0,0.476190476,0.044444444,0.0,0.162790698,0.0,0.0,0.0022222222,0.002020202,0.00277777775,1
13180,1.0,1.0,0.0,0.2,0.0,0.0,1.0,0.020000000000000004,0.0,0.0,0
403,1.0,0.4,0.181818182,0.111111111,0.111111111,0.0,0.333333333,0.0363636364,0.04132231409090909,0.02272727275,1
4911,1.0,0.714285714,0.0,0.0,0.214285714,0.0,1.0,0.0214285714,0.0,0.02678571425,1
11542,1.0,0.0,0.090909091,0.1,0.1,0.0,1.0,0.06363636360000001,0.016528925636363635,0.0454545455,1
11422,1.0,0.6,0.0,0.076923077,0.153846154,0.0,0.5,0.007692307700000001,0.006993007000000001,0.009615384625,1
9365,1.0,0.5,0.142857143,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,1
2765,1.0,0.333333333,0.375,0.0,0.0,0.0,0.2,0.05,0.11363636363636365,0.03125,1
6378,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.1,0.0,0.0,1
2241,1.0,0.5,0.0,0.0,0.25,0.0,0.75,0.1375,0.05681818181818182,0.015625,1
16236,1.0,0.535714286,0.042857143,0.029850746,0.208955224,0.0,1.0,0.0071428571,0.0,0.0,1
3483,1.0,0.5,0.0,0.333333333,0.333333333,0.0,1.0,0.1,0.0,0.0,1
14265,1.0,0.5,0.0,0.285714286,0.142857143,0.0,1.0,0.042857142900000006,0.0,0.071428571375,0
3539,1.0,0.666666667,0.285714286,0.4,0.2,0.0,1.0,0.0571428571,0.025974026,0.0,1
6310,1.0,0.333333333,0.0,0.125,0.125,0.0,0.666666667,0.1375,0.045454545454545456,0.015625,1
9219,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1
10397,1.0,0.571428571,0.0,0.0,0.307692308,0.0,0.666666667,0.030769230800000005,0.006993007000000001,0.0,1
15727,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1
5517,1.0,1.0,0.0,0.090909091,0.0,0.0,0.5,0.0181818182,0.008264462818181818,0.011363636375,0
2436,1.0,0.666666667,0.0,0.142857143,0.285714286,0.0,0.625,0.1,0.038961039,0.017857142875,1
4689,1.0,0.666666667,0.0,0.272727273,0.272727273,0.0,0.454545455,0.05454545450000001,0.06611570245454546,0.0454545455,1
2594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,1
19958,1.0,0.333333333,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.020833333375,0
9470,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
14793,1.0,0.5,0.0,0.142857143,0.0,0.0,0.666666667,0.042857142900000006,0.012987013,0.017857142875,0
6856,1.0,0.25,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.015151515181818181,0.0,1
16801,1.0,0.25,0.0,0.083333333,0.25,0.0,0.75,0.05,0.007575757545454545,0.0,0
16933,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.1,0.0,0.0,0
6654,1.0,1.0,0.0,0.333333333,0.0,0.0,0.5,0.033333333300000004,0.030303030272727273,0.0,1
13349,1.0,0.666666667,0.0,0.1,0.2,0.0,1.0,0.05,0.0,0.0125,0
1425,1.0,0.666666667,0.0,0.083333333,0.166666667,0.0,0.8,0.033333333300000004,0.022727272727272728,0.010416666625,1
5027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5281,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2727272727272727,0.375,0
1789,1.0,1.0,0.0,0.0,0.0,0.0,0.666666667,0.15000000000000002,0.06818181818181818,0.03125,1
1502,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.36363636363636365,0.375,1
11061,1.0,0.4,0.090909091,0.0,0.1,0.0,1.0,0.12727272730000003,0.0,0.0,1
9799,1.0,0.333333333,0.066666667,0.071428571,0.142857143,0.0,0.714285714,0.06,0.03636363636363637,0.025,1
10667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14864,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.025,0.022727272727272728,0.0,0
19511,1.0,0.4,0.0,0.071428571,0.285714286,0.0,1.0,0.0071428571,0.0,0.008928571375,1
678,1.0,1.0,0.0,0.25,0.25,0.0,0.0,0.05,0.0,0.03125,1
6673,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.03636363636363637,0.05,1
5851,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7194,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
10095,1.0,0.833333333,0.0,0.0,0.4,0.0,1.0,0.05,0.009090909090909092,0.0,1
13457,1.0,0.333333333,0.0,0.2,0.2,0.0,1.0,0.06,0.0,0.0,0
15314,1.0,0.666666667,0.0,0.222222222,0.222222222,0.0,0.666666667,0.022222222200000002,0.030303030272727273,0.013888888875,1
12390,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
5053,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.010000000000000002,0.0,0.0,1
20817,1.0,1.0,0.142857143,0.166666667,0.166666667,0.0,0.857142857,0.1285714286,0.012987013,0.0,0
1850,1.0,0.666666667,0.0,0.0,0.25,0.0,0.0,0.0,0.03409090909090909,0.0,1
6522,1.0,0.2,0.0,0.222222222,0.111111111,0.0,0.75,0.0888888889,0.030303030272727273,0.0,1
1070,1.0,0.615384615,0.076923077,0.166666667,0.25,0.0,0.25,0.0038461538000000004,0.010489510454545454,0.00480769225,1
14621,1.0,0.571428571,0.0,0.083333333,0.333333333,0.0,0.0,0.0,0.007575757545454545,0.0,0
6784,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.30000000000000004,0.36363636363636365,0.25,1
10672,1.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1
2772,1.0,0.5,0.0,0.0,0.666666667,0.0,0.0,0.033333333300000004,0.06060606063636364,0.041666666625,1
3392,1.0,0.4375,0.037037037,0.076923077,0.269230769,0.0,1.0,0.0074074074000000005,0.003367003363636364,0.0,1
1099,1.0,0.352941176,0.088235294,0.064516129,0.225806452,0.0,0.125,0.0205882353,0.050802139,0.018382353,1
13676,1.0,0.571428571,0.0,0.185185185,0.222222222,0.0,1.0,0.0185185185,0.0,0.02777777775,0
7378,1.0,0.0,0.0,0.0,0.166666667,0.0,1.0,0.05,0.0,0.0,1
11034,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.1,0.0,0.0,1
1749,1.0,0.0,0.0,0.0,0.333333333,0.0,0.5,0.033333333300000004,0.030303030272727273,0.0,1
418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181818182,0.04958677681818182,0.011363636375,1
16734,1.0,0.636363636,0.02,0.102040816,0.06122449,0.0,1.0,0.006,0.0,0.0,0
5819,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08000000000000002,0.018181818181818184,0.0,1
16038,1.0,0.333333333,0.0,0.111111111,0.222222222,0.0,1.0,0.011111111100000001,0.0,0.0,0
10139,1.0,0.5,0.428571429,0.0,0.25,0.0,0.0,0.0142857143,0.012987013,0.017857142875,1
17998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10491,1.0,0.75,0.0,0.0,0.0,0.0,0.75,0.037500000000000006,0.011363636363636364,0.015625,1
18818,1.0,0.5,0.0,0.25,0.0,0.0,1.0,0.225,0.0,0.0,0
16723,1.0,0.666666667,0.125,0.142857143,0.285714286,0.0,0.0,0.0625,0.011363636363636364,0.015625,0
20785,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0
8400,1.0,0.333333333,0.0,0.0,0.3,0.0,0.0,0.0,0.018181818181818184,0.0,1
18176,1.0,0.0,0.333333333,0.0,0.5,0.0,1.0,0.033333333300000004,0.0,0.0,0
16891,1.0,1.0,0.0,0.333333333,0.333333333,0.0,1.0,0.033333333300000004,0.0,0.0,1
11978,1.0,0.5,0.0,0.0,0.166666667,0.0,0.75,0.0833333333,0.030303030272727273,0.0625,1
14900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4893,1.0,0.166666667,0.0,0.0,0.111111111,0.0,0.666666667,0.033333333300000004,0.030303030272727273,0.0,1
8720,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.1,0.13636363636363635,0.0,1
17525,1.0,0.25,0.0,0.125,0.375,0.0,0.25,0.0125,0.045454545454545456,0.015625,1
8971,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0571428571,0.012987013,0.0,1
722,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.08000000000000002,0.03636363636363637,0.0,1
5176,1.0,0.0,0.0,0.0,0.75,0.0,0.5,0.025,0.022727272727272728,0.0,0
10153,1.0,0.5,0.0,0.0,0.25,0.0,0.75,0.07500000000000001,0.022727272727272728,0.09375,1
1860,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.03636363636363637,0.05,1
19402,1.0,1.0,0.0,0.333333333,0.166666667,0.0,0.0,0.0,0.0,0.0,1
1687,1.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1
8498,1.0,1.0,0.0,0.2,0.2,0.0,0.25,0.020000000000000004,0.05454545454545454,0.1,1
20046,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.025,0.0,0.0,0
1992,1.0,0.142857143,0.0625,0.133333333,0.2,0.0,0.0,0.00625,0.011363636363636364,0.0,1
10524,1.0,0.25,0.076923077,0.0,0.25,0.0,1.0,0.015384615400000003,0.006993007000000001,0.0,1
16988,1.0,0.857142857,0.037037037,0.153846154,0.0,0.0,1.0,0.0037037037000000003,0.0,0.0,0
17127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16006,1.0,1.0,0.0,0.125,0.1875,0.0,0.923076923,0.1125,0.005681818181818182,0.0078125,0
15405,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
6117,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1
3459,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1
17632,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1
6567,1.0,0.5,0.0,0.071428571,0.142857143,0.0,0.454545455,0.09285714290000001,0.05194805190909091,0.008928571375,1
19805,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0
5670,1.0,0.0,0.0,0.0,0.5,0.0,0.6,0.15000000000000002,0.09090909090909091,0.0,1
9296,1.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.1333333333,0.0,0.0,1
15889,1.0,0.666666667,0.055555556,0.058823529,0.176470588,0.0,0.0,0.0,0.0,0.0,1
2810,1.0,1.0,0.0,0.1,0.0,0.0,0.25,0.020000000000000004,0.02727272727272727,0.05,1
8949,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.2272727272727273,0.0,1
5492,1.0,0.538461538,0.113636364,0.051282051,0.205128205,0.0,1.0,0.0090909091,0.0,0.0,0
15660,1.0,0.8,0.0,0.076923077,0.230769231,0.076923077,0.0,0.0,0.0,0.0,1
12710,1.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.022727272727272728,0.0,1
17799,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,1
13330,1.0,1.0,0.0,0.333333333,0.0,0.0,1.0,0.033333333300000004,0.0,0.0,0
14930,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0
574,1.0,0.333333333,0.0,0.083333333,0.333333333,0.0,0.0,0.0,0.007575757545454545,0.0,1
8449,1.0,0.0,0.0,0.0,0.333333333,0.0,0.5,0.1,0.06060606063636364,0.041666666625,0
18796,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.05454545454545454,0.0,0
18302,1.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9232,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.12,0.0,0.0,1
18834,1.0,0.0,0.166666667,0.0,0.0,0.0,0.333333333,0.0166666667,0.030303030272727273,0.041666666625,0
16861,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004,0.0,0.0,1
3625,1.0,0.666666667,0.090909091,0.2,0.3,0.0,0.6,0.0363636364,0.04132231409090909,0.011363636375,1
18774,1.0,0.0,0.333333333,0.5,0.0,0.0,1.0,0.1333333333,0.0,0.0,0
18219,1.0,0.5,0.0,0.142857143,0.142857143,0.0,0.0,0.0142857143,0.025974026,0.0,0
20835,1.0,1.0,0.0,0.333333333,0.0,0.0,1.0,0.0666666667,0.0,0.0,0
8695,1.0,1.0,0.0,0.166666667,0.166666667,0.0,0.0,0.0,0.0,0.0,1
6354,1.0,0.333333333,0.0,0.0,0.166666667,0.0,0.0,0.0,0.06060606063636364,0.0,1
10514,1.0,0.285714286,0.0,0.0,0.307692308,0.0,0.0,0.0,0.0,0.0,1
13633,1.0,0.714285714,0.0,0.191489362,0.191489362,0.0,0.0,0.0,0.0,0.0,0
17393,1.0,0.0,0.0,0.0,0.142857143,0.0,0.0,0.0,0.0,0.017857142875,0
848,1.0,0.25,0.0,0.25,0.25,0.0,0.75,0.037500000000000006,0.045454545454545456,0.0625,1
2248,1.0,0.666666667,0.0,0.0,0.25,0.0,1.0,0.0625,0.0,0.015625,1
5616,1.0,0.75,0.0,0.222222222,0.444444444,0.0,0.0,0.011111111100000001,0.0,0.013888888875,1
8564,1.0,0.75,0.0,0.272727273,0.090909091,0.0,0.0,0.0,0.024793388454545453,0.02272727275,1
19926,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.025,0.045454545454545456,0.0,0
13509,1.0,0.8,0.0,0.375,0.0,0.0,0.5,0.05,0.03409090909090909,0.0,0
18263,1.0,1.0,0.0,0.0,0.25,0.0,1.0,0.025,0.0,0.0,0
15821,1.0,1.0,0.0,0.333333333,0.333333333,0.0,1.0,0.1333333333,0.0,0.0,1
8118,1.0,0.666666667,0.0,0.2,0.2,0.0,0.5,0.020000000000000004,0.05454545454545454,0.0,1
5303,1.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0666666667,0.0,0.041666666625,0
4052,1.0,0.5,0.2,0.125,0.25,0.0,0.8,0.05,0.018181818181818184,0.0125,1
12129,1.0,0.5,0.0,0.083333333,0.0,0.0,0.6,0.1,0.030303030272727273,0.0,1
10923,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1
14771,1.0,0.0,0.0,0.111111111,0.333333333,0.0,0.75,0.0666666667,0.020202020181818183,0.166666666625,0
19302,1.0,0.666666667,0.0,0.142857143,0.428571429,0.0,0.0,0.0,0.0,0.0,1
4076,1.0,0.25,0.0,0.071428571,0.142857143,0.0,0.25,0.0071428571,0.025974026,0.008928571375,1
997,1.0,0.4,0.0,0.076923077,0.307692308,0.0,0.5,0.1153846154,0.0769230769090909,0.06730769225,1
4332,1.0,0.5,0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.0,1
12926,1.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,1
9368,1.0,0.333333333,0.1,0.0,0.222222222,0.0,0.0,0.03,0.009090909090909092,0.0,1
11586,1.0,0.5,0.0,0.0,0.2,0.0,1.0,0.08000000000000002,0.0,0.0125,1
551,1.0,0.0,0.0,0.25,0.125,0.0,1.0,0.037500000000000006,0.0,0.0,1
17467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0
18881,1.0,0.545454545,0.045454545,0.238095238,0.142857143,0.0,0.666666667,0.0090909091,0.004132231363636363,0.005681818125,0
4372,1.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.018181818181818184,0.0,1
3497,1.0,0.5,0.0,0.166666667,0.0,0.0,0.5,0.1,0.045454545454545456,0.0,1
14697,1.0,0.714285714,0.0,0.05,0.05,0.0,0.333333333,0.010000000000000002,0.018181818181818184,0.01875,0
14198,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8032,1.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1
1407,1.0,0.5,0.0,0.090909091,0.181818182,0.0,0.0,0.0,0.0,0.0,1
16642,1.0,0.25,0.0,0.0,0.285714286,0.0,1.0,0.042857142900000006,0.0,0.017857142875,0
19312,1.0,0.75,0.0,0.222222222,0.222222222,0.0,1.0,0.022222222200000002,0.0,0.0,1
18561,1.0,1.0,0.0,0.0,0.333333333,0.0,0.0,0.033333333300000004,0.0,0.0,0
14021,1.0,0.75,0.0,0.214285714,0.0,0.0,0.4,0.0285714286,0.025974026,0.0,0
14488,1.0,0.5,0.0,0.0,0.2,0.0,1.0,0.04000000000000001,0.0,0.0,0
1812,1.0,0.5,0.142857143,0.0,0.166666667,0.0,0.666666667,0.042857142900000006,0.012987013,0.017857142875,1
11780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.022727272727272728,0.03125,1
16856,1.0,1.0,0.111111111,0.125,0.25,0.0,1.0,0.0666666667,0.0,0.0,1
19783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0
693,1.0,1.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1
10725,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.2,0.09090909090909091,0.0,1
5011,1.0,0.666666667,0.0,0.2,0.2,0.0,0.0,0.04000000000000001,0.03636363636363637,0.0,1
3443,1.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.0833333333,0.0,0.0,1
9174,1.0,0.5,0.0,0.5,0.5,0.0,0.8,0.2,0.045454545454545456,0.0,1
11501,1.0,0.5,0.0,0.111111111,0.111111111,0.0,0.0,0.011111111100000001,0.010101010090909092,0.0,1
19294,1.0,0.25,0.166666667,0.0,0.2,0.0,1.0,0.0166666667,0.0,0.0,1
4175,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4222,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.033333333300000004,0.0,0.0,1
8283,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
13844,1.0,0.0,0.071428571,0.076923077,0.0,0.0,1.0,0.09285714290000001,0.0,0.008928571375,0
10458,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.044444444400000005,0.010101010090909092,0.0,1
17827,1.0,1.0,0.0,0.333333333,0.166666667,0.0,0.0,0.0,0.015151515181818181,0.0,1
13382,1.0,0.0,0.0,0.0,0.333333333,0.0,0.5,0.1,0.09090909090909091,0.041666666625,0
16782,1.0,0.666666667,0.0,0.166666667,0.166666667,0.0,0.0,0.011111111100000001,0.0,0.0,0
20317,1.0,0.666666667,0.0,0.071428571,0.142857143,0.0,1.0,0.0071428571,0.0,0.0,0
261,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
20273,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0
11529,1.0,0.333333333,0.0,0.0,0.1,0.0,0.0,0.020000000000000004,0.009090909090909092,0.0125,1
5497,1.0,0.0,0.0,0.333333333,0.0,0.0,0.833333333,0.2,0.06060606063636364,0.0,0
